No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
138.0,63737.4,52.5628649,-1.4975313,79.337,115.887,89.86,0.35,0.1,0.0,79.59,79.59,79.42,79.01999,0.3000183,79.47,0.03977990000000001,0.0,0.0,5.0,3.0,2435.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
138.0,63737.5,52.5628563,-1.4975019,79.582,115.639,89.89,0.35,0.1,0.0,79.70999,79.65999000000001,79.42999,79.17999,0.2000122,79.55,0.03977990000000001,-0.009180069,0.0,5.0,3.0,2439.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,26.5
138.0,63737.6,52.562847700000006,-1.4974725,79.524,115.697,89.94,0.36,0.1,0.0,79.7,79.64999,79.86,79.34999,0.2000122,79.75999,0.04997993,-0.009180069,0.0,5.0,3.0,2450.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,26.5
138.0,63737.7,52.562839000000004,-1.4974431000000001,79.816,115.76299999999999,89.98,0.37,0.1,0.0,79.73999,79.8,79.92,79.31999,0.0,79.81,0.05915999,-0.01938009,0.0,5.0,3.0,2443.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,26.5
138.0,63737.8,52.562830299999995,-1.4974136000000002,79.873,115.833,90.02,0.37,0.1,0.0,79.81999,79.84999,79.86,79.28,0.0,79.85,0.04997993,-0.009180069,0.0,5.0,3.0,2444.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,26.5
138.0,63737.9,52.5628216,-1.497384,80.154,115.78299999999999,90.05,0.36,0.1,0.0,80.15999000000001,80.2,79.98,79.42999,-0.29998779999999997,80.04,0.04997993,-0.02958012,0.0,5.0,3.0,2454.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,26.5
138.0,63738.0,52.5628129,-1.4973545,80.06,115.838,90.08,0.35,0.1,0.0,80.42,80.26999,80.11,80.0,-1.1999819999999999,80.27,0.03977990000000001,-0.009180069,0.0,5.0,3.0,2458.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,27.0
138.0,63738.1,52.562804299999996,-1.4973248999999997,80.19,115.681,90.1,0.33,0.1,0.0,80.34999,80.25,80.28,79.92,-0.6999816999999999,80.42,0.04997993,0.0,0.0,5.0,3.0,2470.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,27.0
138.0,63738.2,52.562795599999994,-1.4972952,80.33,115.55799999999999,90.14,0.34,0.1,0.0,80.44,80.42,80.75,80.11,-0.3999939,80.4,0.04997993,-0.009180069,0.0,5.0,3.0,2471.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,27.0
138.0,63738.3,52.5627868,-1.4972655000000001,80.64699999999999,115.90799999999999,90.18,0.36,0.1,0.0,80.5,80.56,80.47,79.86,0.1000061,80.52,0.04997993,-0.01938009,0.0,5.0,3.0,2476.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,27.0
138.0,63738.4,52.562778,-1.4972358,80.64699999999999,115.984,90.22,0.35,0.1,0.0,80.7,80.81,80.64999,80.12999,0.2000122,80.66,0.04997993,-0.01938009,0.0,5.0,3.0,2482.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,27.0
138.0,63738.5,52.562769200000005,-1.4972059999999998,80.798,115.956,90.24,0.34,0.1,0.0,80.94,80.89999,80.76999,80.44,-0.1000061,80.88,0.04997993,-0.009180069,0.0,5.0,3.0,2477.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,24.5
138.0,63738.6,52.562760399999995,-1.4971763,80.816,115.89299999999999,90.27,0.33,0.1,0.0,80.95999,80.92999,81.00999,80.53999,-0.1999817,81.0,0.04997993,0.0,0.0,5.0,3.0,2473.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,22.0
138.0,63738.7,52.5627515,-1.4971463999999999,81.112,115.89,90.3,0.33,0.1,0.0,81.01999,81.0,81.17,80.48,-0.1999817,81.02,0.03977990000000001,-0.009180069,0.0,5.0,3.0,2477.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,20.0
138.0,63738.8,52.56274270000001,-1.4971164,81.15100000000001,115.84299999999999,90.34,0.33,0.1,0.0,81.12999,81.14,81.06,80.56,-0.1000061,81.07,0.02957988,-0.01938009,0.0,5.0,3.0,2475.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.5
138.0,63738.9,52.562733800000004,-1.4970865999999998,81.13,115.919,90.37,0.32,0.1,0.0,81.20999,81.20999,81.09999,80.70999,-0.1999817,81.1,0.01937985,-0.01938009,0.0,5.0,3.0,2494.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.0,52.562724900000006,-1.4970567000000001,81.234,116.08200000000001,90.4,0.32,0.1,0.0,81.12999,81.05,81.2,80.8,0.0,81.23,0.009180069,0.0,0.0,5.0,3.0,2493.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.1,52.5627161,-1.4970267,81.248,115.79299999999999,90.44,0.33,0.1,0.0,81.15999000000001,81.08,81.31,80.62999,-0.1999817,81.13,0.01937985,0.0,0.0,5.0,3.0,2492.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.2,52.5627072,-1.4969967,81.306,115.852,90.47,0.32,0.1,0.0,81.20999,81.26999,81.20999,80.64999,-0.1999817,81.22,0.01937985,0.0,0.0,5.0,3.0,2488.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.3,52.5626984,-1.4969667999999998,81.292,115.914,90.5,0.32,0.1,0.0,81.23999,81.25999,81.26999,80.8,0.0,81.14,0.01937985,-0.01938009,0.0,5.0,3.0,2482.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.4,52.5626895,-1.4969367999999998,81.263,115.86,90.53,0.33,0.1,0.0,81.28999,81.23999,81.34,80.97,0.0,81.25999,0.01937985,-0.01938009,0.0,5.0,3.0,2487.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.5,52.5626807,-1.4969068,81.317,115.927,90.57,0.33,0.1,0.0,81.25999,81.23999,81.33,80.75,0.1000061,81.27,0.01937985,-0.01938009,0.0,5.0,3.0,2496.0,86.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.6,52.5626717,-1.4968769,81.281,116.06,90.61,0.34,0.1,0.0,81.23,81.23999,81.28,80.70999,0.0,81.16,0.01937985,0.0,0.0,5.0,3.0,2485.0,87.0,0.0,0.25,0.0,14.1,9.0,19.0
138.0,63739.7,52.5626628,-1.4968469000000002,81.421,115.977,90.64,0.34,0.1,0.0,81.26999,81.25999,81.25,80.81999,-0.1000061,81.25999,0.01937985,-0.009180069,0.0,5.0,3.0,2485.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.8,52.562653999999995,-1.4968169,81.428,115.92299999999999,90.67,0.34,0.1,0.0,81.34999,81.28,81.31999,80.98999,0.0,81.32,0.009180069,0.0,0.0,5.0,3.0,2487.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63739.9,52.562645100000005,-1.4967869,81.439,115.975,90.71,0.33,0.1,0.0,81.34,81.28999,81.31999,80.87,0.0,81.33,0.009180069,0.0,0.0,5.0,3.0,2500.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63740.0,52.5626362,-1.496757,81.31,116.021,90.74,0.33,0.1,0.0,81.3,81.3,81.39,80.83,0.0,81.4,0.01937985,0.0,0.0,5.0,3.0,2490.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63740.1,52.5626273,-1.4967268999999999,81.536,115.71799999999999,90.77,0.33,0.1,0.0,81.37,81.42999,81.37,80.86,-0.1000061,81.32,0.01937985,0.0,0.0,5.0,3.0,2500.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
138.0,63740.2,52.5626184,-1.4966969,81.54,115.913,90.8,0.33,0.1,0.0,81.42,81.37,81.40999000000001,81.00999,0.0,81.41,0.01937985,0.0,0.0,5.0,3.0,2490.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
137.0,63740.3,52.5626096,-1.4966667999999999,81.52600000000001,115.81299999999999,90.82,0.32,0.1,0.0,81.44,81.39999,81.53999,81.19,0.2000122,81.41,0.01937985,-0.009180069,0.0,5.0,3.0,2492.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
137.0,63740.4,52.5626007,-1.4966368,81.605,115.95299999999999,90.85,0.31,0.1,0.0,81.47,81.48,81.53,81.14,0.3999939,81.45,0.01937985,-0.009180069,0.0,5.0,3.0,2503.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
137.0,63740.5,52.56259179999999,-1.4966068,81.475,115.932,90.88,0.31,0.1,0.0,81.42,81.48,81.44,80.84,0.3000183,81.4,0.01937985,0.0,0.0,5.0,3.0,2500.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.0
137.0,63740.6,52.5625829,-1.4965766,81.796,115.821,90.91,0.3,0.1,0.0,81.59,81.59999,81.55,81.00999,0.2000122,81.43999000000001,0.01937985,0.009180069,0.0,5.0,3.0,2494.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,19.5
138.0,63740.7,52.562574,-1.4965465,81.652,115.802,90.94,0.29,0.1,0.0,81.72,81.64,81.58,81.20999,0.0,81.67,0.009180069,0.0,0.0,5.0,3.0,2500.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,21.0
138.0,63740.8,52.5625652,-1.4965164,81.547,115.696,90.96,0.29,0.1,0.0,81.61,81.56,81.65999000000001,81.26999,0.3000183,81.66,0.01937985,0.0,0.0,5.0,3.0,2509.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,21.5
138.0,63740.9,52.562556300000004,-1.4964863999999998,81.58,116.03200000000001,90.99,0.29,0.1,0.0,81.55,81.59999,81.75,81.22,0.3999939,81.6,0.02957988,0.0,0.0,5.0,3.0,2512.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,21.5
138.0,63741.0,52.5625475,-1.4964561,81.88600000000001,115.48200000000001,91.03,0.31,0.1,0.0,81.7,81.73999,81.73999,81.20999,0.5,81.64,0.02957988,0.0,0.0,5.0,3.0,2507.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,21.5
138.0,63741.1,52.5625386,-1.4964259,81.86399999999999,115.787,91.06,0.3,0.1,0.0,81.89,81.84,81.81,81.37999,0.3999939,81.84,0.02957988,0.0,0.0,5.0,3.0,2506.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,20.0
138.0,63741.2,52.5625288,-1.4963969000000001,81.21600000000001,117.932,91.16,0.38,0.1,0.0,81.95999,81.87999,81.95,81.61,0.2000122,81.99,0.02957988,0.009180069,0.0,5.0,3.0,2499.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,14.5
138.0,63741.3,52.5625193,-1.4963677,80.892,118.13799999999999,91.22,0.41,0.1,0.0,81.8,81.81999,81.95999,81.58,0.3999939,81.84,0.01937985,0.0,0.0,6.0,3.0,2502.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,13.0
138.0,63741.4,52.562510399999994,-1.4963374,81.86,116.382,91.33,0.5,0.1,0.0,81.76999,81.84,81.94,81.40999000000001,0.1000061,81.77,0.009180069,0.0,0.0,6.0,3.0,2506.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,13.0
138.0,63741.5,52.5625015,-1.4963071,82.18799999999999,115.73299999999999,91.34,0.46,0.1,0.0,81.76999,81.78,81.84,81.42999,0.3999939,81.77,0.0,0.0,0.0,6.0,3.0,2515.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,13.0
138.0,63741.6,52.5624926,-1.4962769,81.875,115.84200000000001,91.38,0.45,0.1,0.0,81.62,81.59999,81.84,81.50999,0.3000183,81.64,0.0,0.0,0.0,6.0,3.0,2511.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,13.0
138.0,63741.7,52.5624839,-1.4962465,82.09100000000001,115.27,91.4,0.42,0.1,0.0,81.62999,81.62,81.81,81.37999,0.0,81.67,0.0,0.0,0.0,6.0,3.0,2523.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,16.0
138.0,63741.8,52.5624752,-1.4962161999999999,81.85,115.197,91.41,0.38,0.1,0.0,81.51999,81.56,81.64999,81.11,-0.1000061,81.56,0.0,0.0,0.0,6.0,3.0,2535.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,17.5
138.0,63741.9,52.5624664,-1.496186,81.71600000000001,115.45200000000001,91.43,0.35,0.1,0.0,81.48,81.45,81.58,81.03999,0.0,81.42,0.0,0.0,0.0,6.0,3.0,2642.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,18.0
138.0,63742.0,52.5624577,-1.4961557,81.87100000000001,115.31299999999999,91.46,0.34,0.1,0.0,81.45,81.39,81.61,81.15999000000001,0.0,81.45,-0.009180069,-0.009180069,0.0,6.0,3.0,2726.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,18.0
138.0,63742.1,52.562449,-1.4961255000000002,81.612,115.31200000000001,91.47,0.32,0.1,0.0,81.47,81.39,81.51999,81.09999,-0.29998779999999997,81.45,0.0,-0.009180069,0.0,6.0,3.0,2737.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,18.5
138.0,63742.2,52.562440300000006,-1.4960953000000001,81.598,115.415,91.49,0.31,0.1,0.0,81.45,81.45999,81.34999,80.78,-0.5,81.39,0.0,-0.02958012,0.0,6.0,3.0,2673.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,23.5
138.0,63742.3,52.5624316,-1.4960651,81.536,115.27799999999999,91.52,0.3,0.1,0.0,81.42999,81.39999,81.45999,80.87,-0.6000061,81.34,0.009180069,-0.02958012,0.0,6.0,3.0,2542.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,24.0
138.0,63742.4,52.562422899999994,-1.4960349,81.655,115.40700000000001,91.54,0.29,0.1,0.0,81.47,81.31999,81.67,81.05,-1.299988,81.46,0.009180069,-0.05915999,0.0,6.0,3.0,2318.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,24.0
138.0,63742.5,52.5624141,-1.4960046,81.814,115.448,91.56,0.27,0.1,0.0,81.56,81.39999,81.65999000000001,81.06,-1.5,81.46,0.01937985,-0.06936002,0.0,6.0,3.0,2185.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,24.5
138.0,63742.6,52.5624053,-1.4959744999999998,81.51100000000001,115.684,91.57,0.26,0.1,0.0,81.65999000000001,81.64,81.59,80.84999,-1.1999819999999999,81.61,0.009180069,-0.05915999,0.0,6.0,3.0,2087.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
138.0,63742.7,52.5623964,-1.4959444,81.709,115.773,91.59,0.24,0.1,0.0,81.69,81.7,81.50999,80.87999,-0.6000061,81.65,0.01937985,-0.02958012,0.0,6.0,3.0,2129.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
138.0,63742.8,52.5623875,-1.4959143,81.655,115.959,91.61,0.24,0.1,0.0,81.75,81.78,81.8,81.31999,0.1000061,81.77,0.02957988,0.0,0.0,6.0,3.0,2157.0,87.0,0.0,0.009979248000000001,0.0,14.0,9.0,25.0
138.0,63742.9,52.5623786,-1.4958841999999999,81.817,115.911,91.63,0.24,0.1,0.0,81.84999,81.81999,81.89,81.48,0.1000061,81.85,0.02957988,0.0,0.0,6.0,3.0,2193.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
138.0,63743.0,52.5623697,-1.495854,81.925,115.87899999999999,91.65,0.23,0.1,0.0,81.92,81.95999,81.92,81.47,0.0,81.93,0.03977990000000001,0.0,0.0,6.0,3.0,2207.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
138.0,63743.1,52.5623608,-1.4958238000000001,81.95,115.87299999999999,91.67,0.23,0.1,0.0,82.08,82.12999,82.0,81.5,0.1000061,82.0,0.03977990000000001,0.0,0.0,6.0,3.0,2179.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.2,52.562351799999995,-1.4957935,82.13,115.848,91.69,0.22,0.1,0.0,82.09999,82.03999,82.12,81.61,0.0,82.14,0.03977990000000001,0.0,0.0,6.0,3.0,2155.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.3,52.5623429,-1.4957631,82.34299999999999,115.81,91.71,0.22,0.1,0.0,82.2,82.14,82.28,81.78,0.2000122,82.21,0.02957988,0.0,0.0,6.0,3.0,2168.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.4,52.5623339,-1.4957328,82.256,115.912,91.73,0.22,0.1,0.0,82.34,82.34999,82.31,81.90999000000001,0.1000061,82.31,0.02957988,0.0,0.0,6.0,3.0,2178.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.5,52.562325,-1.4957025,82.411,115.881,91.75,0.21,0.1,0.0,82.58,82.64999,82.31,81.94,-0.1999817,82.43999000000001,0.02957988,0.0,0.0,6.0,3.0,2140.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.6,52.562316,-1.4956721,82.42200000000001,115.81200000000001,91.75,0.19,0.1,0.0,82.59999,82.59,82.53,81.95999,-0.1000061,82.55,0.03977990000000001,-0.009180069,0.0,6.0,3.0,2109.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,25.0
137.0,63743.7,52.562307100000005,-1.4956415,82.67,115.603,91.78,0.2,0.1,0.0,82.58,82.53,82.81,82.37,0.0,82.59,0.03977990000000001,-0.009180069,0.0,6.0,3.0,2113.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,20.0
137.0,63743.8,52.562298500000004,-1.4956109,82.256,114.947,91.86,0.28,0.1,0.0,82.69,82.64999,83.00999,82.55,-0.1000061,82.61,0.03977990000000001,-0.009180069,0.0,6.0,3.0,2084.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,17.0
137.0,63743.9,52.5622899,-1.4955800000000001,82.904,114.65899999999999,91.9,0.3,0.1,0.0,82.87,82.84999,82.81,82.39999,-0.1999817,82.8,0.01937985,-0.01938009,0.0,6.0,3.0,2070.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,16.5
137.0,63744.0,52.5622808,-1.4955496000000001,82.649,115.89,91.93,0.29,0.1,0.0,82.87999,82.89,82.8,82.17,-0.1000061,82.88,0.009180069,-0.01938009,0.0,6.0,3.0,2062.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,16.0
137.0,63744.1,52.5622718,-1.495519,83.023,115.87899999999999,91.92,0.25,0.1,0.0,82.75,82.70999,82.97,82.55,0.0,82.75,0.009180069,-0.01938009,0.0,6.0,3.0,2072.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,16.0
137.0,63744.2,52.5622628,-1.4954883,83.117,115.609,91.96,0.26,0.1,0.0,82.78,82.67999,83.0,82.55,-0.6999816999999999,82.72,0.009180069,-0.02958012,0.0,6.0,3.0,2074.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
138.0,63744.3,52.562253899999995,-1.4954577,82.85799999999999,115.65299999999999,91.96,0.23,0.1,0.0,82.86,82.78999,82.89999,82.33,-1.1999819999999999,82.74,0.0,-0.03978014,0.0,6.0,3.0,2055.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
138.0,63744.4,52.5622448,-1.4954271000000001,82.93299999999999,115.904,91.97,0.22,0.1,0.0,82.87,82.78999,82.87,82.12999,-0.8999939,82.79,0.0,-0.04997993,0.0,6.0,3.0,2062.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
138.0,63744.5,52.5622359,-1.4953965999999999,82.825,115.755,92.0,0.22,0.1,0.0,82.84,82.7,82.84999,82.25,-0.6000061,82.84,0.0,-0.03978014,0.0,6.0,3.0,2054.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
138.0,63744.6,52.5622268,-1.4953661000000003,82.84299999999999,116.05799999999999,92.02,0.23,0.1,0.0,82.61,82.62,82.73999,82.37,-0.3999939,82.75,0.0,-0.02958012,0.0,6.0,3.0,2060.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
137.0,63744.7,52.562217600000004,-1.4953356,82.969,116.281,92.03,0.21,0.1,0.0,82.72,82.64999,82.87,82.19,-0.29998779999999997,82.57,0.0,-0.01938009,0.0,6.0,3.0,2052.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
137.0,63744.8,52.5622086,-1.4953052,82.775,116.01700000000001,92.04,0.2,0.1,0.0,82.64999,82.62,82.94,82.17999,-0.1000061,82.67,0.0,-0.009180069,0.0,6.0,3.0,2053.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.5
137.0,63744.9,52.562199299999996,-1.4952748,82.912,116.56700000000001,92.06,0.2,0.1,0.0,82.53999,82.56,82.78999,82.37999,0.3000183,82.57,0.0,0.0,0.0,6.0,3.0,2050.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
138.0,63745.0,52.5621903,-1.4952443,82.84,115.976,92.08,0.2,0.1,0.0,82.50999,82.59,82.62999,82.28,0.3000183,82.56,0.0,0.009180069,0.0,6.0,3.0,2056.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
138.0,63745.1,52.562181499999994,-1.4952139,82.19200000000001,115.58,92.07,0.17,0.1,0.0,82.56999,82.62999,82.61,82.23999,0.2000122,82.56,0.0,0.009180069,0.0,6.0,3.0,2055.0,87.0,0.0,0.009979248000000001,0.0,14.2,9.0,15.0
138.0,63745.2,52.5621723,-1.4951832,83.369,115.869,92.08,0.16,0.1,0.0,82.55,82.53999,82.55,81.95,0.2000122,82.54,0.0,0.0,0.0,6.0,3.0,2049.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
138.0,63745.3,52.562163500000004,-1.4951526000000002,82.786,115.613,92.1,0.17,0.1,0.0,82.58,82.55,82.61,82.11,0.2000122,82.63,0.0,0.0,0.0,6.0,3.0,2057.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
138.0,63745.4,52.5621542,-1.4951223,82.68799999999999,116.367,92.1,0.14,0.1,0.0,82.42999,82.42999,82.53,82.25999,0.5,82.50999,0.0,0.009180069,0.0,6.0,3.0,2057.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
138.0,63745.5,52.562145,-1.4950919,82.865,116.43700000000001,92.13,0.17,0.1,0.0,82.44,82.5,82.53,82.17999,0.5,82.43999000000001,0.0,0.0,0.0,6.0,3.0,2046.0,87.0,0.0,0.009979248000000001,0.0,14.1,9.0,15.0
